osmid,unique_id,element_type,amenity,compressed_air,name,opening_hours,geometry_polygon,check_date,denomination,religion,access,capacity,fee,parking,toilets:disposal,wheelchair,barrier,bus,note,public_transport,cuisine,internet_access,addr:city,addr:housenumber,addr:street,phone,smoking,stars,wikidata,description,addr:district,addr:full,addr:province,addr:subdistrict,ele,isced:level,ref,source,brand,brand:wikidata,brand:wikipedia,drive_through,name:ja,operator,outdoor_seating,takeaway,contact:facebook,name:es,name:fr,addr:postcode,email,name:en,alt_name,level,website,indoor_seating,internet_access:fee,fax,url,studio,internet_access:ssid,fuel:octane_80,fuel:octane_91,atm,cash_in,addr:country,contact:phone,contact:website,social_facility,addr:housename,addr:block,addr:neighbourhood,addr:plot,fuel:diesel,currency:PEN,currency:USD,shop,automated,self_service,fuel:lpg,fuel:octane_84,fuel:octane_90,fuel:octane_94,name:ko,highway,cuisine:en,cuisine:es,diet:vegan,diet:vegetarian,name:de,contact:email,building:levels,delivery,backrest,short_name,bar,charge,addr:state,opening_hours:covid19,name:he,name:zh,air_conditioning,payment:cash,payment:credit_cards,man_made,name:nl,organic,old_name,ref:category,ref:microred,ref:red,contact:twitter,start_date,diet:gluten_free,diet:chicken,diet:fish,diet:healthy,diet:meat,diet:organic,diet:rice,diet:seafood,payment:american_express,payment:apple_pay,payment:coins,payment:contactless,payment:debit_cards,payment:diners_club,payment:discover_card,payment:mastercard,payment:visa,payment:visa_debit,toilets,tourism,description:en,material,seats,building,fixme,changing_table,supervised,toilets:access,toilets:paper_supplied,unisex,healthcare,female,male,toilets:position,check_date:opening_hours,post_box:type,cafe,int_name,internet_access:type,phone:PE,operator:type,bicycle_parking,school,dispensing,colour,operator:wikidata,addr:suburb,recycling:plastic_bottles,brewery,microbrewery,location,recycling_type,real_fire,street_vendor,highchair,parking:fee,social_facility:for,opening_hours:signed,object:city,object:street,covered,nodes,wikipedia,ele:source,height,emergency,nohousenumber,maxstay,government,office,shelter_type,place,roof:colour,healthcare:speciality,official_name,official_name:en,official_name:es,historic,roof:shape,smoothness,surface,layer,contact:pinterest,contact:youtube,full_name,orientation,ways,type,isPoint,geometry,gtransporte_osmid,gtransporte_dist
993167876,node/993167876,node,parking,,,,POINT (-71.97676749999999 -13.5257309),,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97676749999999 -13.5257309),410909005,0.0005824692953258092
993167937,node/993167937,node,bus_station,,Terminal de buses a Izcuchaca,,POINT (-71.98367709999999 -13.524055),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.98367709999999 -13.524055),30983565,0.0006522748653659484
995445939,node/995445939,node,restaurant,,Tunupa,,POINT (-71.97938550000001 -13.5169012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97938550000001 -13.5169012),30983683,0.001044224994900901
995445979,node/995445979,node,bus_station,,Consettur,,POINT (-71.9758811 -13.522312),,,,,,,,,,,yes,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9758811 -13.522312),803941820,0.0005651380450815264
995446030,node/995446030,node,restaurant,,Inka Grill,Mo-Su 11:00-23:00,POINT (-71.9793712 -13.5161922),,,,,,,,,,,,,,regional,,,115,Portal de Panes,+51 84 262992,,,,,,,,,,,,,,,,,,,yes,,,,,,info@inkagrillcusco.com,,,,http://www.inkagrillcusco.com/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9793712 -13.5161922),30983668,0.001396576850734449
995446070,node/995446070,node,restaurant,,Pachacutec Cusco Restaurant,,POINT (-71.97947550000001 -13.516287),,,,,,,,,,,,,,regional,,,105,Portal de Panes,+51 84 245041,,,,,,,,,,,,,,,,,,,no,,,,,,respachacutec@terra.com.pe,,,,http://www.pachacutecrestaurant.com/,yes,,+51 84 245041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97947550000001 -13.516287),30983668,0.0012602956835595382
995446108,node/995446108,node,place_of_worship,,Iglesia de Santa Clara,,POINT (-71.9821041 -13.5200377),2023-08-01,catholic,christian,,,,,,,,,,,,,,,,,,,Q42828387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9821041 -13.5200377),30986591,0.0005830513699548967
995446239,node/995446239,node,theatre,,Teatro Municipal,,POINT (-71.98020959999999 -13.5195855),,,,,,,,,,,,,,,,Cusco,149,Mesón de la Estrella,+511 226203,,,,,,,,,,,,,,,,,,Teatro Municipal,,,https://www.facebook.com/TeatroMunicipalCusco/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.98020959999999 -13.5195855),30983241,0.0006928425867353153
995446284,node/995446284,node,restaurant,,El Truco,,POINT (-71.9806129 -13.5171102),,,,,,,,,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://restauranteltruco.com/lacarta.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9806129 -13.5171102),30983668,0.0002573526180151111
995446286,node/995446286,node,bus_station,,Starex,,POINT (-71.9696438 -13.5218718),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9696438 -13.5218718),30964385,0.0008575127404300392
995446347,node/995446347,node,townhall,,Municipalidad de Cuzco,,POINT (-71.980259 -13.5166659),,,,,,,,,,,,,,,,Cusco,,Plaza Kusipata,+51 84 234267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.cusco.gob.pe,,,,http://www.municusco.gob.pe/web/index.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.980259 -13.5166659),30983668,0.000390320496517687
1003782517,node/1003782517,node,studio,,Diario del Cusco,,POINT (-71.9445133 -13.5301446),,,,,,,,,,,,,,,,Wanchaq,C-4,Prolongación Avenida Tupac Amaru,,,,,,,,,,,,,,,,,,,,,,,,,08002,,,,,,,,,,video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9445133 -13.5301446),3293620432,0.0026867720130284937
1003782710,node/1003782710,node,school,,Institución Educativa Privada José María Arguedas,,POINT (-71.96109749999999 -13.5305267),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.96109749999999 -13.5305267),30970702,0.0004183788235498716
1004136865,node/1004136865,node,school,,I.E.M.Revolucionaria Santa Rosa,,POINT (-71.92522390000001 -13.5349553),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.92522390000001 -13.5349553),10780889226,0.000707037834910446
1005309713,node/1005309713,node,courthouse,,Juzgado de Paz,Mo-Fr 10:00-15:00,POINT (-71.90690650000001 -13.5380162),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.90690650000001 -13.5380162),441230275,0.001036467949339445
1005387820,node/1005387820,node,fuel,yes,Repsol,24/7,POINT (-71.9060271 -13.5368933),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9060271 -13.5368933),437556275,0.0003066137146331163
1007569860,node/1007569860,node,post_office,,Serpost,,POINT (-71.9746592 -13.5230216),2023-05-31,,,,,,,,,,,,,,,,,,+51 84 225232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9746592 -13.5230216),3593540887,0.00024054080735624522
1011871961,node/1011871961,node,fuel,yes,Surtidores Manú,,POINT (-71.93687629999999 -13.529221),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.93687629999999 -13.529221),3153700498,0.0003223576429990448
1011871978,node/1011871978,node,fuel,yes,Petrogas,,POINT (-71.93547909999999 -13.5291506),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.93547909999999 -13.5291506),4437825532,0.00048021928324003287
1011871981,node/1011871981,node,fuel,yes,Servicentro San Luis,,POINT (-71.93868639999999 -13.5286517),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.93868639999999 -13.5286517),3241267582,0.00021942618349069074
1013387856,node/1013387856,node,fuel,,Repsol,,POINT (-71.99113920000001 -13.5257907),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.99113920000001 -13.5257907),30985918,0.0003013414840316532
1013453555,node/1013453555,node,school,,Instituto Superior Pedagogico Arco Iris,,POINT (-71.9116346 -13.5315381),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9116346 -13.5315381),967496281,0.0012796555161489792
1014221562,node/1014221562,node,school,,Escuela Superior Tecnica Sencico,,POINT (-71.96197100000001 -13.5252283),,,,,,,,,,,,,,,,,411,Avenida Tomasa Tito Condemayta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.96197100000001 -13.5252283),30984143,0.0006785923150145311
1014233867,node/1014233867,node,dentist,,,,POINT (-71.8855025 -13.5470967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.8855025 -13.5470967),30964545,0.000316235750666005
1425824141,node/1425824141,node,fountain,,,,POINT (-71.97424909999999 -13.5151945),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97424909999999 -13.5151945),5310407103,0.0015248871564822336
1428454140,node/1428454140,node,cafe,,Bogotá,,POINT (-71.9739671 -13.5146524),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9739671 -13.5146524),5310407103,0.0021217367060981387
1428454145,node/1428454145,node,pub,,La Hierba,,POINT (-71.9740156 -13.5145492),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9740156 -13.5145492),4458678020,0.002158163026741493
1428454147,node/1428454147,node,pub,,Nuna Machay,,POINT (-71.97407509999999 -13.5145665),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97407509999999 -13.5145665),5310407103,0.0021275364250713294
1428454148,node/1428454148,node,cafe,,Laggart Cafe,Mo-Sa 09:00-21:00; Su 11:00-18:00,POINT (-71.9742715 -13.5146559),,,,,,,,,,,,,,,wlan,Cusco,101,Tandapata,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,LAGGART CAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9742715 -13.5146559),5310407103,0.0019463720918660658
1428454219,node/1428454219,node,restaurant,,Ñucchu,,POINT (-71.9756833 -13.5154613),,,,,,,,,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9756833 -13.5154613),5310407103,0.0009571267418709714
1468345481,node/1468345481,node,fuel,,,,POINT (-71.87877930000001 -13.5494852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Repsol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.87877930000001 -13.5494852),2606683627,0.00024243623903813494
1468345497,node/1468345497,node,fuel,,Grifo San Juan,,POINT (-71.8734067 -13.5505009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petro-Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.8734067 -13.5505009),4428262067,0.0006636810227790879
1703367633,node/1703367633,node,fuel,yes,,,POINT (-71.98763030000001 -13.515256),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PetroAmérica,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.98763030000001 -13.515256),3738278149,0.00013540579750148616
1715417475,node/1715417475,node,bank,,Scotiabank,,POINT (-71.9764196 -13.5185781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9764196 -13.5185781),410904038,0.0006189559677359691
1715425812,node/1715425812,node,bank,,Scotiabank,,POINT (-71.9480038 -13.526454),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9480038 -13.526454),31003258,0.000586155994605503
1887636647,node/1887636647,node,police,,,,POINT (-71.9683216 -13.5318004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9683216 -13.5318004),30962861,0.0002879025008636041
1913887101,node/1913887101,node,restaurant,,Limo,Mo-Su 11:30-23:30,POINT (-71.9787079 -13.5158448),,,,,,,,,,,,,,japanese,,Cusco,236,Portal de Carnes,+51 84 240668,,,,,,,,,,,,,,,,,,Cuzco Restaurants,,,,,,,limo@cuscorestaurants.com,,,,http://www.cuscorestaurants.com/restaurant/limo/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9787079 -13.5158448),30983668,0.0021453181232652854
2015931215,node/2015931215,node,marketplace,,Mercado Artesanal Qoricancha Nº 22,,POINT (-71.9752764 -13.5222058),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9752764 -13.5222058),803941820,0.001100874824850627
2204524314,node/2204524314,node,restaurant,,Fallen Angel,,POINT (-71.97751700000001 -13.5151099),,,,,,,,,,,,,,neoandino,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.97751700000001 -13.5151099),30983949,0.0021734690727040246
2334722826,node/2334722826,node,fountain,,,,POINT (-71.96375930000001 -13.5210632),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.96375930000001 -13.5210632),2334710279,0.000673767927404894
2334735871,node/2334735871,node,atm,,,,POINT (-71.9610476 -13.5223827),2022-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banco de la Nación,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9610476 -13.5223827),30965858,0.00014856355542474582
2340715187,node/2340715187,node,social_facility,,Fundación Cristo Vive,,POINT (-71.9656143 -13.5165348),2023-08-04,,,,,,,,,,,,,,,Cusco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE,+51 84 232378,http://www.fcvperu.org/,outreach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9656143 -13.5165348),31002811,0.0013683125264338733
2574753025,node/2574753025,node,restaurant,,Los Toldos,,POINT (-71.9788236 -13.519246),,,,,,,,,,,,,,barbecue;roasted_chicken,,Cusco,,San Andrés Nr. 219,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,yes,,,,,,,,,,,,,,Los Toldos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9788236 -13.519246),30983436,0.000133264136216313
2574782926,node/2574782926,node,restaurant,,Pizza Rapida,,POINT (-71.9609708 -13.5319423),,,,,,,,,,,,,,pizza,,Cusco,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,yes,,,,,,,,,,,,,,Pizza Rapida,L,Urbanización La Florida,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,POINT (-71.9609708 -13.5319423),30970750,0.0003944183819237003
